id,name,country_code,city,website,qs_rank,the_rank
c75e31fa-2366-59b8-97c6-3fa36e14b5d6,Regent College,CA,,http://www.regent-college.edu/,,
e3b5d79d-eb66-5921-8faa-5896d5616fe5,Royal Military College of Canada,CA,,http://www.rmc.ca/,,
532fc397-da0e-577d-a810-f6a67a8d8558,Royal Roads University,CA,,http://www.royalroads.ca/,,
9550d821-4050-5e13-82ba-072524d1854d,Ryerson Polytechnic University,CA,,http://www.ryerson.ca/,,
677c5d0f-23db-5883-95e7-e4d31e4cd7c7,Saskatchewan Indian Federated College,CA,,http://www.sifc.edu/,,
a8bad03c-75d1-59d0-a52a-f0ca6bea79f3,Sauder School of Business,CA,,http://www.sauder.ubc.ca/,,
29c5ab16-fced-51a2-b5b0-83a7075ad354,Selkirk College,CA,,http://www.selkirk.bc.ca/,,
d1cb5a49-6fa3-5bc3-a391-9ed78132c975,Seneca College,CA,,http://www.senecacollege.ca/,,
2b3adfa9-6e22-595e-8311-499ac79d8ddd,Sheridan College,CA,,http://www.sheridancollege.ca/,,
f3476d5b-acce-5032-b923-a9fdc79e2212,Simon Fraser University,CA,,http://www.sfu.ca/,,
f47203a4-6351-530c-8c70-56a3b4cf5004,Southern Alberta Institute of Technology,CA,,http://www.sait.ca/,,
76d6d7c7-ad2e-5a60-b6cc-1107e8f6019b,St. Anne University,CA,,http://www.ustanne.ednet.ns.ca/,,
cb2a7624-706c-5987-b993-9eca483859b9,St. Clair College,CA,,http://www.stclairc.on.ca/,,
d58e3b25-8ddf-561c-a962-e82f89085d43,St. Francis Xavier University,CA,,http://www.stfx.ca/,,
1aa11990-44e7-5a3c-9d63-1a590a68ff77,St. Mary's University,CA,,http://www.stmarys.ca/,,
0295d87b-8370-53ae-9e18-540506cebef0,St. Paul University,CA,,http://www.ustpaul.ca/,,
c918a133-2c3d-595e-974d-dc6abf288c89,St. Thomas University,CA,,http://www.stthomasu.ca/,,
4a4fb156-5a90-57c5-ba10-dad51c7d81bb,Thompson Rivers University,CA,,http://www.tru.ca/,,
78ee220c-671f-596b-bee7-fdbf583b71ef,Toronto Baptist Seminary and Bible College,CA,,https://tbs.edu,,
01ae5085-63ec-559a-bac3-8ae941151ede,Toronto Metropolitan University,CA,,https://www.torontomu.ca/,,
e0c0132f-5ce4-58fa-a357-509f77609b87,Trent University,CA,,http://www.trentu.ca/,,
eed1ae68-1a3f-58ac-b253-c08ab264ecc9,Trinity Western University,CA,,http://www.twu.ca/,,
93465274-d88d-5ae4-a5d0-609265dcc762,"Télé-université, Université du Québec",CA,,http://www.teluq.uquebec.ca/,,
6e44ca71-8ff7-5808-8813-c13bbf2764fd,University Canada West,CA,,http://www.universitycanadawest.ca/,,
d301afe9-f5a2-58e5-9980-cbc40daff7b3,University College of Cape Breton,CA,,http://www.uccb.ns.ca/,,
083eb5e8-a8e5-510b-9545-6e3b350919d7,University College of Saint-Boniface,CA,,http://www.ustboniface.mb.ca/,,
f3e03e62-03e9-58d5-9589-ae79de95c6c8,University College of the Cariboo,CA,,http://www.cariboo.bc.ca/,,
58d453cd-e3ea-5407-8ae9-de0b9bae9e64,University of Alberta,CA,,http://www.ualberta.ca/,,
813519ee-5b6d-536e-9737-ad7e5d595c2f,University of British Columbia,CA,,http://www.ubc.ca/,,
efebf717-7cf5-508f-8257-60b3351d2197,University of Calgary,CA,,http://www.ucalgary.ca/,,
f6a84cd4-2887-5c20-8889-c85137c8b5d4,University of Guelph,CA,,http://www.uoguelph.ca/,,
25c49b2c-3054-5ac1-b018-b697e42f7050,University of King's College,CA,,http://www.ukings.ns.ca/,,
60a819e5-aa7e-57fd-af16-cfa5b1a38925,University of Lethbridge,CA,,http://www.uleth.ca/,,
58df342f-2a34-5edf-971f-4cbdee4abcbd,University of Manitoba,CA,,http://www.umanitoba.ca/,,
89ae6849-aef5-52a0-b649-25108a6cfb19,University of Moncton,CA,,http://www.umoncton.ca/,,
e39fd3c1-2381-51fa-96da-720933289452,"University of Moncton, Edmundston",CA,,http://www.cuslm.ca/,,
8a54de4c-6663-54fd-90d7-de4768aeff1a,"University of Moncton, Shippagan",CA,,http://www.cus.ca/,,
80e67e41-1f4d-58bd-9b3f-95bd3fe7b730,University of New Brunswick,CA,,http://www.unb.ca/,,
0fd867f5-8ac1-5475-b39c-7f2b8cf36914,"University of New Brunswick, Saint John",CA,,http://www.unbsj.ca/,,
92441850-4734-5bff-bb9d-78e3683a5157,University of Northern British Columbia,CA,,http://www.unbc.ca/,,
609c99a5-a693-5525-b297-982797b47d49,University of Ontario Institute of Technology,CA,,http://www.uoit.ca/,,
e94a9883-eedd-5169-b500-bab1f4d159e9,University of Ottawa,CA,,http://www.uottawa.ca/,,
6ec152ad-b67a-59b9-8746-3b965050e64a,University of Prince Edward Island,CA,,http://www.upei.ca/,,
375d6fc8-5954-51cd-994f-ace606745529,University of Québec,CA,,http://www.uquebec.ca/,,
5d48a767-fb0b-529e-98b7-3949d327aef9,University of Regina,CA,,http://www.uregina.ca/,,
593bd64a-faed-5f39-b3cb-73e6b544054b,University of Saskatchewan,CA,,http://www.usask.ca/,,
ab5800bf-ca29-5e52-a99f-5428c5b277c6,University of St. Jerome's College,CA,,http://www.usjc.uwaterloo.ca/,,
84ba2db3-7c3f-5919-8a2a-8c4aacac235a,University of Sudbury,CA,,http://www.usudbury.com/,,
f0553d54-4430-5a42-9c4d-ccff765acb4c,University of Toronto,CA,,http://www.utoronto.ca/,,
132e0a7f-4ec1-5e96-95b6-11051e047b0e,"University of Toronto, Mississauga",CA,,http://www.utm.utoronto.ca/,,
6f552fb2-699f-57b4-be3a-82182db91087,"University of Toronto, Scarborough",CA,,http://www.scar.utoronto.ca/,,
5a86ea51-0b79-576c-98e0-970875e6be61,University of Trinity College,CA,,http://www.trinity.utoronto.ca/,,
f9634ca1-3fdb-57e3-bd96-65c79f44384b,University of Victoria,CA,,http://www.uvic.ca/,,
b6413fc2-78ff-5497-bb95-7e25c9d3251b,University of Waterloo,CA,,http://www.uwaterloo.ca/,,
6e6556b3-0fc4-5497-a8b1-6e0b451ae9d4,University of Western Ontario,CA,,http://www.uwo.ca/,,
63ff8f33-0d1e-556e-a23f-38b95ef8fdbb,University of Windsor,CA,,http://www.uwindsor.ca/,,
7a74ecf4-70ee-5f8b-8881-9af4d1a0bd31,University of Winnipeg,CA,,http://www.uwinnipeg.ca/,,
632073b6-1219-5031-a19e-2c8c509ea1c8,University of the Fraser Valley,CA,,https://www.ufv.ca/,,
ff7dbf37-07b5-5908-8fc2-cdcbd4aa67ca,Université Laval,CA,,http://www.ulaval.ca/,,
50e56a6e-97a1-547e-9df0-2e216e36fb94,Université de Montréal,CA,,http://www.umontreal.ca/,,
a7c99224-33bb-5431-b872-ddecaa6194d9,Université de Sherbrooke,CA,,http://www.usherb.ca/,,
2dc304a5-7d6b-5bcf-ad96-70a5f91f094f,Université du Québec en Abitibi-Témiscamingue,CA,,http://www.uqat.uquebec.ca/,,
65ad8297-b37a-53d8-953f-408a9a42a570,Université du Québec en Outaouais,CA,,http://www.uqo.ca/,,
ca3782a5-14a2-57f8-a09d-5625f4080b9a,Université du Québec à Chicoutimi,CA,,http://www.uqac.ca/,,
b5a54142-efe0-5cf0-b0f0-22653232249e,Université du Québec à Montréal,CA,,http://www.uqam.ca/,,
14fa9b1e-34b2-5662-bc8d-66a28a73e03f,Université du Québec à Rimouski,CA,,http://www.uqar.uquebec.ca/,,
afc2a4c7-9c6c-58cc-ad48-2529411c4a29,Université du Québec à Trois-Rivières,CA,,http://www.uqtr.uquebec.ca/,,
